Ulke,Yil,Elektrik_Erisim_%,Temiz_Yakit_Erisim,Yenilenebilir_Kapasite_KisiBasi,Gelismis_Ulkeler_Finansal_Akisi,Yenilenebilir_Enerji_Orani,Fosil_Yakit_Elektrik_TWh,Nukleer_Elektrik_TWh,Yenilenebilir_Elektrik_TWh,Dusuk_Karbon_Elektrik_%,KisiBasi_Enerji_Tuketimi,Enerji_Yoğunluğu,CO2_Emisyonu_kt,Yenilenebilir_Enerji_%,Gdp_Buyume,Gdp_KisiBasi,Nufus_Yogunlugu,Yuzolcumu_Km2,Enlem,Boylam,Karbon_Yogunlugu,Yenilenebilir_Enerji_Kullanimi,Enerji_Verimliligi,Nufusun_Elektrik_Erisimi,Elektrik_Erisim_Yillik_Degisim,CO2_Yillik_Degisim
Canada,2009,100.0,100.0,113.13749816041205,94224000.0,22.5,129.76,85.13,380.24,78.19636,110665.805,7.37,521320.0073,29.20945,-2.928400167,40876.31015,4.0,9984670.0,56.130366,-106.346771,4.710759636185721,0.17339704069037196,15015.713025576448,400.0,0.0,-0.052954684090998905
Canada,2010,100.0,100.0,113.13749816041205,94224000.0,21.88,130.08,85.53,366.21,77.64257,110485.93,7.16,537010.0098,27.789688,3.08949462,47562.08343,4.0,9984670.0,56.130366,-106.346771,4.860437974319446,0.1682041820416911,15430.995809840348,400.0,0.0,0.03009668203846827
Canada,2011,100.0,100.0,113.13749816041205,94224000.0,21.84,131.3,88.29,391.95,78.52962,113449.32,7.09,549289.978,28.62637,3.146881372,52223.69611,4.0,9984670.0,56.130366,-106.346771,4.841721202031003,0.16633663366323964,16001.314527277838,400.0,0.0,0.022867298515671042
Canada,2012,100.0,100.0,113.13749816041205,94224000.0,22.17,124.2,89.49,398.58,79.71483,112586.7,7.03,546210.022,28.976913,1.762222549,52669.08996,4.0,9984670.0,56.130366,-106.346771,4.8514613360192635,0.17850241545879347,16015.177809160523,400.0,0.0,-0.005607158556240721
Canada,2013,100.0,100.0,113.13749816041205,94224000.0,22.44,122.87,97.58,417.28,80.73323,114051.086,7.01,555659.9731,28.941828,2.329122506,52635.17496,4.0,9984670.0,56.130366,-106.346771,4.8720270239250505,0.18263205013413963,16269.769757257207,400.0,0.0,0.017300947839437475
Canada,2014,100.0,100.0,113.13749816041205,94224000.0,22.49,122.75,101.21,412.13,80.702415,113198.414,6.99,561679.9927,28.14776,2.870036075,50955.99832,4.0,9984670.0,56.130366,-106.346771,4.961906910639224,0.18321792260677536,16194.33676657805,400.0,0.0,0.010833999012767936
Canada,2015,100.0,100.0,113.13749816041205,94224000.0,22.69,125.7,96.05,417.2,80.327095,112891.76,6.91,558700.0122,28.764147,0.659176864,43596.13554,4.0,9984670.0,56.130366,-106.346771,4.948988413326181,0.18050914876676172,16337.447177766462,400.0,0.0,-0.005305477386999602
Canada,2016,100.0,100.0,113.13749816041205,94224000.0,22.05,122.35,95.69,426.84,81.02748,110180.79,7.1,556830.0171,29.6526,1.001394414,42315.60371,4.0,9984670.0,56.130366,-106.346771,5.053784939280251,0.18022067838154457,15518.421126541994,400.0,0.0,-0.003347046821489119
Canada,2017,100.0,100.0,113.13749816041205,94224000.0,22.47,113.7,95.57,435.43,82.36389,110509.586,7.17,568080.0171,29.67364,3.039880225,45129.35644,4.0,9984670.0,56.130366,-106.346771,5.140549681364294,0.1976253298151296,15412.773500482388,400.0,0.0,0.02020365219998488
Canada,2018,100.0,100.0,113.13749816041205,94224000.0,21.99,112.47,95.03,428.39,82.31297,110059.28,7.1,580090.0269,28.814518,2.777040554,46548.52036,4.0,9984670.0,56.130366,-106.346771,5.270705268106425,0.19551880501449673,15501.307042035194,400.0,0.0,0.02114140515153151
Canada,2019,100.0,100.0,113.13749816041205,94224000.0,22.11,110.65,95.47,421.8,82.378334,107980.76,6.94,580210.022,28.586376,1.879592028,46338.34096,4.0,9984670.0,56.130366,-106.346771,5.373272257020603,0.19981924988685057,15559.187319660528,400.0,0.0,0.00020685599551018008
Canada,2020,100.0,100.0,113.13749816041205,94224000.0,32.63816497829233,102.19,92.65,429.24,83.625496,100497.28,5.3073450588901805,159866.46268574602,30.54215,-5.233024303,43294.64816,4.0,9984670.0,56.130366,-106.346771,1.5907541247459238,0.31938707288639195,18935.508975389937,400.0,0.0,-0.7244679398424007
China,2000,97.0218,42.0,58.78,243620000.0,29.63,1113.3,16.74,225.56,17.874004,9334.936,10.85,3346530.0,5.656925,8.490093406,959.3724836,153.0,9596960.0,35.86166,104.195397,358.4952269624559,0.0266145692984796,860.362764969029,14844.3354,0.0,0.0
China,2001,97.27279,42.3,61.01,325050000.0,28.36,1182.59,17.47,280.73,20.1379,9797.812,10.36,3529080.0,6.618624,8.335733478,1053.108243,153.0,9596960.0,35.86166,104.195397,360.1906221511497,0.023981261468469718,945.7347490256203,14882.73687,0.0025869443774491074,0.05454904034925723
China,2002,97.516205,43.1,63.68,218270000.0,27.0,1337.46,25.13,291.41,19.137848,10602.087,10.12,3810060.059,6.2804885,9.13363079,1148.50829,153.0,9596960.0,35.86166,104.195397,359.36887322279097,0.02018751962675368,1047.6370553256163,14919.979365,0.002502395582567374,0.07961850085574707
China,2003,97.75438,43.4,70.24,22510000.0,23.86,1579.96,43.34,287.28,17.304693,12273.32,10.48,4415910.156,5.3011093,10.03803048,1288.643252,153.0,9596960.0,35.86166,104.195397,359.7975247121399,0.015101648142990004,1171.1183205995121,14956.42014,0.0024424145709935896,0.15901326688246842
China,2004,97.98967,44.9,77.85,32680000.0,20.17,1795.41,50.47,357.43,18.513056,14272.745,10.83,5124819.824,5.60094,10.11362138,1508.668098,153.0,9596960.0,35.86166,104.195397,359.0633633544213,0.011234202772625126,1317.8896583442486,14992.41951,0.0024069509724271576,0.16053534672502057
China,2005,98.22443,46.3,86.43,155060000.0,17.44,2042.8,53.09,404.37,18.296497,16114.158,10.72,5824629.883,5.554481,11.39459181,1753.417829,153.0,9596960.0,35.86166,104.195397,361.4603929662351,0.008537301742705672,1503.1863805829926,15028.33779,0.0023957627370312373,0.13655310489604444
China,2006,98.46105,47.7,96.27,127720000.0,16.39,2364.16,54.84,446.72,17.50206,17552.816,10.41,6437470.215,5.5779824,12.72095567,2099.229435,153.0,9596960.0,35.86166,104.195397,366.7485727076499,0.006932694910665652,1686.1494716456662,15064.54065,0.0024089730019303257,0.10521532600529016
China,2007,98.7022,49.4,109.0,24770000.0,14.88,2718.7,62.13,500.71,17.151705,18955.008,9.81,6993180.176,5.718535,14.23086093,2693.970063,153.0,9596960.0,35.86166,104.195397,368.93575439271774,0.005473204104902878,1932.2128440170009,15101.4366,0.0024491918377875788,0.08632427684172206
China,2008,98.95058,51.1,128.8,142770000.0,14.14,2762.29,68.39,665.08,20.981703,19560.7,9.18,7199600.098,7.268667,9.65067892,3468.304602,153.0,9596960.0,35.86166,104.195397,368.06454257771964,0.0051189411683782255,2130.7952069484663,15139.43874,0.002516458599707061,0.029517317844664603
China,2009,99.2089,53.5,150.78,58540000.0,13.43,2980.2,70.05,664.39,19.7715,20281.068,8.95,7719069.824,6.9355316,9.398725632,3832.236432,153.0,9596960.0,35.86166,104.195397,380.60470109365053,0.004506408965841068,2266.041117293117,15178.9617,0.0026105961177791404,0.07215258055017593
China,2010,99.7,55.6,170.41,131240000.0,12.26,3326.19,74.74,786.38,20.564993,21551.547,8.93,8474919.922,7.615998,10.63587106,4550.453108,153.0,9596960.0,35.86166,104.195397,393.239516495034,0.0036858988813025205,2413.3871220334445,15254.1,0.004950160721467478,0.09791984205790238
China,2011,99.848724,58.0,194.62,43040000.0,11.34,3811.77,87.2,792.38,18.748974,23090.885,8.75,9282549.805,7.084204,9.550832179,5614.352135,153.0,9596960.0,35.86166,104.195397,402.0006078155948,0.0029749958680612165,2638.958285684126,15276.854772,0.0014917151454363342,0.09529646184661611
China,2012,99.96193,60.7,218.25,100650000.0,11.53,3869.38,98.32,999.56,22.102327,23873.234,8.41,9541870.117,8.522597,7.863736449,6300.615118,153.0,9596960.0,35.86166,104.195397,399.6890457740246,0.002979805550243114,2838.6722948532856,15294.17529,0.001133775129665171,0.02793632325681883
China,2013,99.996445,63.2,258.3,301710000.0,11.45,4203.77,111.5,1093.37,22.276764,24600.36,8.05,9984570.313,8.959421,7.766150098,7020.338485,153.0,9596960.0,35.86166,104.195397,405.87090241768817,0.002723745590267718,3055.9453415769444,15299.456085,0.0003452814486475386,0.04639553783186323
China,2014,100.0,66.0,296.29,229420000.0,11.94,4345.86,133.22,1289.23,24.659735,25072.023,7.69,10006669.92,10.19733,7.425763656,7636.116601,153.0,9596960.0,35.86166,104.195397,399.11697273092,0.002747442393450255,3260.3410922853013,15300.0,3.555126384746643e-05,0.0022133758696882833
China,2015,100.0,68.4,340.55,92000000.0,12.18,4222.76,171.38,1393.66,27.040327,25209.49,7.21,9861099.609,10.787498,7.041328879,8016.431435,153.0,9596960.0,35.86166,104.195397,391.16616833581315,0.0028843694645207664,3496.461858481325,15300.0,0.0,-0.01454732814850368
China,2016,100.0,70.6,382.59,1245180000.0,12.56,4355.0,213.18,1522.79,28.500713,25164.803,6.71,9874660.156,11.530947,6.848762205,8094.363367,153.0,9596960.0,35.86166,104.195397,392.39966058943514,0.0028840413318024596,3750.3432190201142,15300.0,0.0,0.001375155665968908
China,2017,100.0,73.2,436.9,372490000.0,13.13,4643.1,248.1,1667.06,29.20226,25987.611,6.51,10096009.77,12.138821,6.947200793,8816.986905,153.0,9596960.0,35.86166,104.195397,388.4931850796135,0.002827852081583364,3991.952534500892,15300.0,0.0,0.0224159222194098
China,2018,100.0,75.6,487.16,318260000.0,13.71,4990.28,295.0,1835.32,29.917704,27109.42,6.39,10502929.69,12.807393,6.749773832,9905.342004,153.0,9596960.0,35.86166,104.195397,387.427310875703,0.0027473408305745822,4242.47574328259,15300.0,0.0,0.04030502438786754
China,2019,100.0,77.6,529.28,201540000.0,14.45,5098.22,348.7,2014.57,31.672895,28277.445,6.31,10707219.73,13.51596,5.949714233,10143.83817,153.0,9596960.0,35.86166,104.195397,378.6487686564327,0.0028343225674842816,4481.370047472562,15300.0,0.0,0.019450767169707728
China,2020,100.0,79.4,621.74,94224000.0,32.63816497829233,5184.13,366.2,2184.94,32.980618,29133.936,5.3073450588901805,159866.46268574602,14.242872,2.347513573,10434.77519,153.0,9596960.0,35.86166,104.195397,5.487293673115298,0.0062957844379465215,5489.361568954265,15300.0,0.0,-0.9850692834632109
France,2000,100.0,100.0,113.13749816041205,94224000.0,9.32,50.61,415.16,67.83,90.51537,52966.594,4.36,373120.0,6.7445607,3.923669227,22364.02939,119.0,643801.0,46.227638,2.213749,7.0444401239014915,0.18415332938118129,12148.301375868157,11900.0,0.0,0.0
France,2001,100.0,100.0,113.13749816041205,94224000.0,9.46,46.48,421.08,76.09,91.45038,53298.86,4.42,376730.0,7.405367,1.983721419,22433.55498,119.0,643801.0,46.227638,2.213749,7.068256244129799,0.20352839931109398,12058.565610586911,11900.0,0.0,0.00967517152658659
France,2002,100.0,100.0,113.13749816041205,94224000.0,8.73,52.67,436.76,62.69,90.46041,52433.27,4.38,371019.989,6.175621,1.135531482,24177.33556,119.0,643801.0,46.227638,2.213749,7.076041395091323,0.16574900322732913,11971.066209772349,11900.0,0.0,-0.015156772755023473
France,2003,100.0,100.0,113.13749816041205,94224000.0,8.91,57.38,441.07,61.47,89.75211,52657.883,4.45,376709.9915,5.962182,0.823160757,29568.3888,119.0,643801.0,46.227638,2.213749,7.153914476584636,0.15528058556961435,11833.232134565545,11900.0,0.0,0.01533610767262461
France,2004,100.0,100.0,113.13749816041205,94224000.0,8.95,56.53,448.24,62.42,90.033325,52754.13,4.39,377790.0085,5.970315,2.829752929,33741.26192,119.0,643801.0,46.227638,2.213749,7.161335207309835,0.15832301432839496,12016.886104509866,11900.0,0.0,0.002866972005970858
France,2005,100.0,100.0,113.13749816041205,94224000.0,8.66,63.35,451.53,54.98,88.88324,52097.117,4.34,380660.0037,5.365334,1.66321998,34760.18502,119.0,643801.0,46.227638,2.213749,7.3067383690348935,0.1367008681923651,12003.944008940001,11900.0,0.0,0.007596800167890105
France,2006,100.0,100.0,113.13749816041205,94224000.0,8.52,56.9,450.19,60.91,89.98239,51332.477,4.17,371549.9878,5.969732,2.449323601,36443.62631,119.0,643801.0,46.227638,2.213749,7.238107520118307,0.1497363796130936,12309.946522486573,11900.0,0.0,-0.023932159437427103
France,2007,100.0,100.0,113.13749816041205,94224000.0,9.46,58.18,439.73,64.3,89.65155,50095.92,4.02,362829.9866,6.6387134,2.424736243,41508.43269,119.0,643801.0,46.227638,2.213749,7.2427053261024055,0.16259883121319596,12461.671641481054,11900.0,0.0,-0.02346925443769321
France,2008,100.0,100.0,113.13749816041205,94224000.0,10.6,55.57,439.45,72.33,90.205345,49932.984,4.03,357989.9902,7.6322675,0.25494596,45334.11796,119.0,643801.0,46.227638,2.213749,7.169409106413509,0.1907504048943841,12390.318610114382,11900.0,0.0,-0.013339571090456248
France,2009,100.0,100.0,113.13749816041205,94224000.0,11.32,51.32,409.74,68.15,90.30252,46864.53,3.97,343730.011,7.70645,-2.873313828,41575.42196,119.0,643801.0,46.227638,2.213749,7.334545145336996,0.2205767731874112,11804.667505999882,11900.0,0.0,-0.03983345789091286
France,2010,100.0,100.0,113.13749816041205,94224000.0,11.99,57.63,428.52,76.68,89.76067,48006.33,4.02,347779.9988,8.220292,1.949437623,40638.33525,119.0,643801.0,46.227638,2.213749,7.244461278335586,0.20805136213741443,11941.873134031299,11900.0,0.0,0.011782467839271726
France,2011,100.0,100.0,113.13749816041205,94224000.0,10.66,58.99,442.39,66.02,89.60345,45914.77,3.85,335140.0146,7.185518,2.192700633,43790.72602,119.0,643801.0,46.227638,2.213749,7.299176596114933,0.18070859467675757,11925.91428540452,11900.0,0.0,-0.0363447703824652
France,2012,100.0,100.0,113.13749816041205,94224000.0,12.34,56.42,425.41,85.25,90.05078,45681.15,3.84,338420.0134,9.137363,0.313134751,40874.70039,119.0,643801.0,46.227638,2.213749,7.408307658629434,0.2187167671034762,11896.132812190206,11900.0,0.0,0.009786950698545516
France,2013,100.0,100.0,113.13749816041205,94224000.0,13.42,53.35,423.68,99.42,90.74507,45921.207,3.83,338559.9976,10.4594345,0.576326675,42592.93539,119.0,643801.0,46.227638,2.213749,7.3726284590037015,0.2515463917521058,11989.871279060317,11900.0,0.0,0.0004136404304038166
France,2014,100.0,100.0,113.13749816041205,94224000.0,13.2,35.68,436.48,94.03,93.69823,43808.914,3.65,306100.0061,10.459279,0.956183052,43011.2631,119.0,643801.0,46.227638,2.213749,6.987162614896138,0.36995515694963577,12002.442191451988,11900.0,0.0,-0.09587662963759425
France,2015,100.0,100.0,113.13749816041205,94224000.0,13.34,44.65,437.43,91.84,92.22017,43929.527,3.66,311299.9878,10.147399,1.112912341,36638.18493,119.0,643801.0,46.227638,2.213749,7.086349639048014,0.2987681970877967,12002.603005136541,11900.0,0.0,0.01698785232399258
France,2016,100.0,100.0,113.13749816041205,94224000.0,14.24,56.45,403.2,99.0,89.89528,43053.95,3.56,313920.0134,10.975246,1.095464404,37037.37419,119.0,643801.0,46.227638,2.213749,7.291317368092823,0.25225863596058057,12093.806179435565,11900.0,0.0,0.008416401229296877
France,2017,100.0,100.0,113.13749816041205,94224000.0,14.12,65.09,398.36,92.63,88.294846,42633.387,3.47,317829.9866,10.437264,2.291419994,38685.25849,119.0,643801.0,46.227638,2.213749,7.454955117687459,0.21693040405558925,12286.278673997513,11900.0,0.0,0.012455316746619483
France,2018,100.0,100.0,113.13749816041205,94224000.0,15.21,49.27,412.94,113.62,91.44365,43334.203,3.4,307049.9878,12.132495,1.865066071,41572.48501,119.0,643801.0,46.227638,2.213749,7.085626746152456,0.3087071240099275,12745.35382315455,11900.0,0.0,-0.033917500722066896
France,2019,100.0,100.0,113.13749816041205,94224000.0,15.53,53.5,399.01,113.21,90.54302,42326.785,3.29,300519.989,12.384905,1.842971814,40578.64429,119.0,643801.0,46.227638,2.213749,7.09999564105802,0.2902803738312331,12865.284194137834,11900.0,0.0,-0.021266891579404312
France,2020,100.0,100.0,113.13749816041205,94224000.0,32.63816497829233,48.14,353.83,125.28,90.869606,38063.406,5.3073450588901805,159866.46268574602,14.788747,-7.855256037,39030.36037,119.0,643801.0,46.227638,2.213749,4.200004137458062,0.6779843161243151,7171.835555618135,11900.0,0.0,-0.4680338462086593
Germany,2000,100.0,100.0,113.13749816041205,94224000.0,3.7,367.22,169.61,35.47,35.834354,48903.7,4.0,830280.0,2.8871117,2.912502964,23635.92922,240.0,357022.0,51.165691,10.451526,16.977856481206945,0.010075703937691282,12225.92499969435,24000.0,0.0,0.0
Germany,2001,100.0,100.0,113.13749816041205,94224000.0,3.9,372.69,171.3,37.9,35.951813,49841.387,4.05,847680.0,2.9411676,1.681468481,23607.88286,240.0,357022.0,51.165691,10.451526,17.007552378106972,0.010464461080251558,12306.515308338112,24000.0,0.0,0.02095678566266801
Germany,2002,100.0,100.0,113.13749816041205,94224000.0,4.41,372.64,164.84,44.48,35.968105,49257.79,3.97,833380.0049,3.538632,-0.197973835,25077.72908,240.0,357022.0,51.165691,10.451526,16.918745337539505,0.01183447831687102,12407.503778024999,24000.0,0.0,-0.016869567643450267
Germany,2003,100.0,100.0,113.13749816041205,94224000.0,5.44,390.81,165.06,46.67,35.139576,49300.902,3.99,836789.978,3.6419897,-0.700116686,30243.57653,240.0,357022.0,51.165691,10.451526,16.973117003011424,0.013919807579126963,12356.115789164007,24000.0,0.0,0.004091738558581248
Germany,2004,100.0,100.0,113.13749816041205,94224000.0,6.34,385.24,167.07,57.97,36.874874,49342.406,3.97,821070.0073,4.5165977,1.175088132,34044.05363,240.0,357022.0,51.165691,10.451526,16.64025072672784,0.016457273388013588,12428.817631928745,24000.0,0.0,-0.018786040838553064
Germany,2005,100.0,100.0,113.13749816041205,94224000.0,7.28,386.96,163.05,63.4,36.916584,48793.566,3.92,802380.0049,5.2084193,0.731707164,34507.36881,240.0,357022.0,51.165691,10.451526,16.44438131248698,0.018813314037621768,12447.338264988588,24000.0,0.0,-0.02276298273451738
Germany,2006,100.0,100.0,113.13749816041205,94224000.0,8.59,390.03,167.27,72.51,38.0718,50043.03,3.89,814409.9731,6.0263047,3.816441913,36323.44774,240.0,357022.0,51.165691,10.451526,16.27419389073763,0.022023946875875697,12864.532133345385,24000.0,0.0,0.014992856410347866
Germany,2007,100.0,100.0,113.13749816041205,94224000.0,10.47,402.4,140.53,89.38,36.36033,47958.13,3.58,783799.9878,7.6538334,2.976455131,41587.2129,240.0,357022.0,51.165691,10.451526,16.343422643877066,0.026018886679914015,13396.125697949828,24000.0,0.0,-0.03758547452886041
Germany,2008,100.0,100.0,113.13749816041205,94224000.0,10.25,390.43,148.49,94.28,38.340176,48445.984,3.59,789690.0024,7.8176284,0.959879134,45427.15168,240.0,357022.0,51.165691,10.451526,16.300422392081046,0.02625310555028398,13494.703063690955,24000.0,0.0,0.007514690854400596
Germany,2009,100.0,100.0,113.13749816041205,94224000.0,10.72,358.07,134.93,95.94,39.200935,45436.277,3.56,734809.9976,8.45428,-5.693836336,41485.90165,240.0,357022.0,51.165691,10.451526,16.172319699521154,0.029938280224528744,12762.99915694486,24000.0,0.0,-0.06949563073257925
Germany,2010,100.0,100.0,113.13749816041205,94224000.0,11.61,378.9,140.56,105.18,39.34106,47305.82,3.6,773070.0073,8.792469,4.179882499,41531.9342,240.0,357022.0,51.165691,10.451526,16.341963997241777,0.0306413301662627,13140.50555519054,24000.0,0.0,0.052067894863928155
Germany,2011,100.0,100.0,113.13749816041205,94224000.0,12.54,373.16,107.97,124.04,38.33799,45571.504,3.28,746479.9805,10.566965,3.925192705,46644.77603,240.0,357022.0,51.165691,10.451526,16.380411331168705,0.033604887983697714,13893.751219088606,24000.0,0.0,-0.03439536723571468
Germany,2012,100.0,100.0,113.13749816041205,94224000.0,13.64,377.89,99.46,143.04,39.088314,46132.67,3.29,760130.0049,11.899699,0.418497594,43858.36306,240.0,357022.0,51.165691,10.451526,16.47704338162088,0.036095159967176674,14022.088145470452,24000.0,0.0,0.018285854619781272
Germany,2013,100.0,100.0,113.13749816041205,94224000.0,13.63,381.52,97.29,152.34,39.55161,47361.547,3.35,776150.0244,12.063335,0.437591303,46285.76407,240.0,357022.0,51.165691,10.451526,16.38776757862238,0.035725518976715324,14137.775223458573,24000.0,0.0,0.021075367893295338
Germany,2014,100.0,100.0,113.13749816041205,94224000.0,14.02,360.28,97.13,162.54,41.88564,45327.562,3.13,736010.0098,13.278847,2.209543431,47959.99327,240.0,357022.0,51.165691,10.451526,16.237582109534152,0.038914177861652355,14481.649200815282,24000.0,0.0,-0.05171682450313664
Germany,2015,100.0,100.0,113.13749816041205,94224000.0,14.55,359.99,91.79,188.79,43.80161,46066.887,3.1,742309.9976,14.823544,1.491931528,41086.72967,240.0,357022.0,51.165691,10.451526,16.11374342703035,0.040417789383027196,14860.286128552894,24000.0,0.0,0.008559649619047871
Germany,2016,100.0,100.0,113.13749816041205,94224000.0,14.24,368.67,84.63,189.67,42.6614,46675.777,3.04,747150.0244,14.607312,2.229999868,42107.51727,240.0,357022.0,51.165691,10.451526,16.00723271087699,0.03862532888490015,15353.874012652834,24000.0,0.0,0.0065202231084702245
Germany,2017,100.0,100.0,113.13749816041205,94224000.0,15.22,353.37,76.32,216.32,45.29961,47112.9,2.98,732200.0122,16.196213,2.680231114,44542.2952,240.0,357022.0,51.165691,10.451526,15.541391258020626,0.04307100206581117,15809.697986046654,24000.0,0.0,-0.02000938461054813
Germany,2018,100.0,100.0,113.13749816041205,94224000.0,16.12,334.65,76.0,222.07,47.109306,45781.406,2.87,707700.0122,17.084951,1.086024514,47950.18081,240.0,357022.0,51.165691,10.451526,15.458241107754532,0.048169729568191204,15951.709407109696,24000.0,0.0,-0.03346080250174566
Germany,2019,100.0,100.0,113.13749816041205,94224000.0,17.17,284.09,75.07,240.33,52.611385,44467.746,2.76,657400.0244,18.768305,1.055508247,46794.89929,240.0,357022.0,51.165691,10.451526,14.783749650814324,0.06043859340347763,16111.502173329294,24000.0,0.0,-0.07107529593455053
Germany,2020,100.0,100.0,113.13749816041205,94224000.0,32.63816497829233,251.4,64.38,251.48,55.681694,41377.68,5.3073450588901805,159866.46268574602,21.122828,-4.569616717,46208.42947,240.0,357022.0,51.165691,10.451526,3.8635917404201012,0.12982563634955985,7796.304845472561,24000.0,0.0,-0.7568201144627976
Japan,2000,100.0,100.0,113.13749816041205,94224000.0,3.7,578.29,305.95,104.16,41.49231,49229.383,4.78,1182610.0,4.8274536,2.764647551,39169.35957,347.0,377944.0,36.204824,138.252924,24.022442044418877,0.006398173926575525,10299.034100202949,34700.0,0.0,0.0
Japan,2001,100.0,100.0,113.13749816041205,94224000.0,3.5,564.95,303.86,101.36,41.767937,48662.785,4.69,1170380.0,4.716366,0.386103426,34406.18246,347.0,377944.0,36.204824,138.252924,24.05082240977371,0.006195238516681795,10375.860340930152,34700.0,0.0,-0.01034153271154481
Japan,2002,100.0,100.0,113.13749816041205,94224000.0,3.71,605.12,280.34,101.1,38.66364,48643.8,4.7,1206599.976,4.702637,0.041962499,32820.79364,347.0,377944.0,36.204824,138.252924,24.804805052236873,0.00613101533580015,10349.744680630856,34700.0,0.0,0.0309471932192964
Japan,2003,100.0,100.0,113.13749816041205,94224000.0,4.19,633.76,228.01,114.18,35.06225,48392.92,4.6,1214949.951,5.3320413,1.535125499,35387.03742,347.0,377944.0,36.204824,138.252924,25.10594423729752,0.006611335521331954,10520.199999771301,34700.0,0.0,0.006920251256494092
Japan,2004,100.0,100.0,113.13749816041205,94224000.0,4.26,621.6,268.32,114.73,38.127705,48887.336,4.65,1209849.976,5.25767,2.186115694,38298.98017,347.0,377944.0,36.204824,138.252924,24.7477174047692,0.00685328185328075,10513.405591171755,34700.0,0.0,-0.004197683201519697
Japan,2005,100.0,100.0,113.13749816041205,94224000.0,4.02,634.09,280.5,100.57,37.537926,49007.164,4.55,1212819.946,4.790323,1.803900872,37812.89502,347.0,377944.0,36.204824,138.252924,24.747809238665596,0.006339794035546003,10770.805274488554,34700.0,0.0,0.002454825026999785
Japan,2006,100.0,100.0,113.13749816041205,94224000.0,4.43,628.77,291.54,112.07,39.0951,48855.34,4.48,1189520.02,5.3090086,1.372350128,35991.546,347.0,377944.0,36.204824,138.252924,24.347799442189945,0.007045501534741312,10905.20982118515,34700.0,0.0,-0.019211364454258417
Japan,2007,100.0,100.0,113.13749816041205,94224000.0,4.29,705.37,267.34,100.8,34.293114,48292.938,4.37,1225069.946,4.7619534,1.483969412,35779.02454,347.0,377944.0,36.204824,138.252924,25.367476006533295,0.00608191445624196,11051.015560387848,34700.0,0.0,0.02988594172631065
Japan,2008,100.0,100.0,113.13749816041205,94224000.0,4.44,663.88,241.25,100.79,34.002705,47418.41,4.26,1158219.971,4.830859,-1.224289001,39876.30397,347.0,377944.0,36.204824,138.252924,24.425533690395774,0.006687955654635373,11131.08215936312,34700.0,0.0,-0.0545682923805888
Japan,2009,100.0,100.0,113.13749816041205,94224000.0,4.51,611.86,263.05,102.28,37.38577,43254.305,4.3,1100979.98,5.021396,-5.693236359,41308.99684,347.0,377944.0,36.204824,138.252924,25.453650914053526,0.007370967214721117,10059.140697440485,34700.0,0.0,-0.049420656207973424
Japan,2010,100.0,100.0,113.13749816041205,94224000.0,4.66,689.89,278.36,113.92,36.249386,46114.938,4.35,1156479.98,5.684884,4.097917919,44968.15623,347.0,377944.0,36.204824,138.252924,25.078207412964534,0.0067547000246406304,10601.13517217009,34700.0,0.0,0.05040963596813097
Japan,2011,100.0,100.0,113.13749816041205,94224000.0,4.82,777.1,153.38,116.5,25.776997,43712.98,4.03,1213520.02,5.733157,0.023809524,48760.07895,347.0,377944.0,36.204824,138.252924,27.761091099257015,0.00620254793462795,10846.893299978985,34700.0,0.0,0.04932211623758498
Japan,2012,100.0,100.0,113.13749816041205,94224000.0,4.68,920.39,15.12,111.09,12.059049,43428.844,3.89,1253609.985,5.6502047,1.374750999,49145.28043,347.0,377944.0,36.204824,138.252924,28.865838220331174,0.005084801008267682,11164.227249070327,34700.0,0.0,0.03303609692405418
Japan,2013,100.0,100.0,113.13749816041205,94224000.0,5.05,897.88,10.43,121.48,12.809407,43171.46,3.82,1262780.029,6.1299677,2.005100177,40898.6479,347.0,377944.0,36.204824,138.252924,29.25034337499821,0.0056243596026188765,11301.42931907588,34700.0,0.0,0.007314909828195049
Japan,2014,100.0,100.0,113.13749816041205,94224000.0,5.58,892.18,0.0,136.53,13.271962,42146.168,3.69,1217119.995,6.9359174,0.296205514,38475.39525,347.0,377944.0,36.204824,138.252924,28.878544663894477,0.0062543432939534335,11421.72574494792,34700.0,0.0,-0.036158343457615705
Japan,2015,100.0,100.0,113.13749816041205,94224000.0,6.16,844.23,3.24,157.34,15.981131,41622.67,3.59,1179439.941,8.068797,1.560626697,34960.63938,347.0,377944.0,36.204824,138.252924,28.33647963958103,0.007296589791880494,11594.058495498773,34700.0,0.0,-0.030958372350131325
Japan,2016,100.0,100.0,113.13749816041205,94224000.0,6.39,832.4,14.87,157.7,17.171658,41172.285,3.54,1167790.039,7.9758606,0.753826746,39400.73936,347.0,377944.0,36.204824,138.252924,28.36349838246772,0.0076765977895233446,11630.5889827223,34700.0,0.0,-0.00987748641963282
Japan,2017,100.0,100.0,113.13749816041205,94224000.0,6.92,806.12,27.75,175.12,20.106245,41783.035,3.5,1155229.98,8.634004,1.675331752,38891.08627,347.0,377944.0,36.204824,138.252924,27.648302235584367,0.008584329876444129,11938.009999658914,34700.0,0.0,-0.010755408575633618
