Ulke,Yil,Elektrik_Erisim_%,Temiz_Yakit_Erisim,Yenilenebilir_Kapasite_KisiBasi,Gelismis_Ulkeler_Finansal_Akisi,Yenilenebilir_Enerji_Orani,Fosil_Yakit_Elektrik_TWh,Nukleer_Elektrik_TWh,Yenilenebilir_Elektrik_TWh,Dusuk_Karbon_Elektrik_%,KisiBasi_Enerji_Tuketimi,Enerji_Yoğunluğu,CO2_Emisyonu_kt,Yenilenebilir_Enerji_%,Gdp_Buyume,Gdp_KisiBasi,Nufus_Yogunlugu,Yuzolcumu_Km2,Enlem,Boylam,Karbon_Yogunlugu,Yenilenebilir_Enerji_Kullanimi,Enerji_Verimliligi,Nufusun_Elektrik_Erisimi,Elektrik_Erisim_Yillik_Degisim,CO2_Yillik_Degisim
Japan,2018,100.0,100.0,113.13749816041205,94224000.0,7.22,780.61,47.82,183.63,22.869198,41694.16,3.45,1116150.024,9.322305,0.558851275,39808.16856,347.0,377944.0,36.204824,138.252924,26.769936700967232,0.009249176925736378,12085.263767765646,34700.0,0.0,-0.03382872387020286
Japan,2019,100.0,100.0,113.13749816041205,94224000.0,7.69,735.66,63.88,192.72,25.860157,40868.688,3.33,1081569.946,9.565927,0.270304645,40777.6087,347.0,377944.0,36.204824,138.252924,26.464513517047575,0.010453198488430735,12272.879278910725,34700.0,0.0,-0.03098156811937669
Japan,2020,100.0,100.0,113.13749816041205,94224000.0,32.63816497829233,716.67,41.86,205.6,25.666662,38029.27,5.3073450588901805,159866.46268574602,11.155339,-4.585508281,40193.25244,347.0,377944.0,36.204824,138.252924,4.203774163578371,0.045541413730570246,7165.40371453364,34700.0,0.0,-0.8521903615415863
South Africa,2000,72.28246,55.9,27.76,7020000.0,16.25,181.67,13.01,1.79,7.5329566,25321.518,10.07,284660.0,0.40555847,4.200000001,3374.718423,49.0,1219090.0,-30.559482,22.937506,11.241822074016257,0.08944790003848217,2514.549950322596,3541.84054,0.0,0.0
South Africa,2001,70.2,57.8,28.16,1240000.0,15.62,183.36,10.72,2.46,6.706014,25228.531,9.48,320540.0,0.5403345,2.7,2971.819769,49.0,1219090.0,-30.559482,22.937506,12.705456373975956,0.08518760907499717,2661.237447229312,3439.8,-0.028810032198682722,0.1260451064427739
South Africa,2002,76.7,60.0,27.88,25560000.0,13.88,188.79,11.99,2.81,7.269512,24361.893,8.67,331320.0073,0.65354025,3.700374404,2797.087291,49.0,1219090.0,-30.559482,22.937506,13.599928679598092,0.07352084326496451,2809.9069203828153,3758.3,0.09259259259259256,0.0336307708866288
South Africa,2003,78.8,62.1,33.96,94224000.0,13.05,204.39,12.66,1.19,6.3462243,26150.76,9.48,353089.9963,0.2989763,2.949075468,4217.11478,49.0,1219090.0,-30.559482,22.937506,13.502093105515863,0.06384852487887674,2758.5189873126737,3861.2,0.027379400260756137,0.06570683484347484
South Africa,2004,80.9,64.4,20.04,40000.0,12.29,212.63,14.28,1.33,6.8392916,28271.896,9.88,379989.9902,0.29398483,4.554559907,5409.133489,49.0,1219090.0,-30.559482,22.937506,13.440555603345457,0.05779993415789973,2861.5279351937093,3964.1000000000004,0.02664974619289362,0.07618452570699463
South Africa,2005,80.8,66.8,19.79,13110000.0,10.98,215.23,12.24,1.75,6.103307,26508.63,9.03,377649.9939,0.40433392,5.277051973,6033.101491,49.0,1219090.0,-30.559482,22.937506,14.24630370939577,0.051015193049272406,2935.6179401668264,3959.2,-0.0012360939431398377,-0.006158047212686757
South Africa,2006,80.7,69.0,19.54,7770000.0,10.74,223.25,10.07,3.28,5.642434,26793.564,8.72,379790.0085,0.72594017,5.603806459,6266.533987,49.0,1219090.0,-30.559482,22.937506,14.174673011026082,0.04810750279953053,3072.656421983111,3954.3,-0.0012376237623761277,0.005666661285758323
South Africa,2007,82.0,71.4,19.38,1150000.0,10.36,232.91,12.6,1.3,5.6318626,27245.98,9.01,397059.9976,0.7023894,5.360474054,6780.884555,49.0,1219090.0,-30.559482,22.937506,14.573158961432108,0.044480700699822046,3023.9711431406886,4018.0,0.016109045848822667,0.04547246824161788
South Africa,2008,81.9,73.5,19.23,1170000.0,11.55,226.32,12.75,1.66,5.9859595,28867.244,9.47,426739.9902,0.35045084,3.191043886,6350.65271,49.0,1219090.0,-30.559482,22.937506,14.782844881208613,0.05103393425236346,3048.2834212983284,4013.1000000000004,-0.0012195121951218413,0.07474938996473712
South Africa,2009,82.6,75.4,19.32,100000.0,10.97,218.17,11.57,1.86,5.798791,28399.283,9.74,404200.0122,0.38785627,-1.538089135,6532.736968,49.0,1219090.0,-30.559482,22.937506,14.232754122700914,0.0502818902690332,2915.737474302713,4047.3999999999996,0.008547008547008517,-0.05281899638568255
South Africa,2010,82.9,77.1,19.38,261160000.0,11.77,227.57,12.9,2.51,6.342086,28247.576,8.83,425309.9976,0.31502998,3.039732881,8148.961202,49.0,1219090.0,-30.559482,22.937506,15.056513082750888,0.05172034978246179,3199.0459795787197,4062.1000000000004,0.003631961259080052,0.05222658278781722
South Africa,2011,83.6,78.8,19.17,265140000.0,11.36,229.06,12.94,2.49,6.311096,27552.764,8.7,409260.0098,0.6983461,3.168556279,8810.930651,49.0,1219090.0,-30.559482,22.937506,14.853682548872412,0.0495939928402822,3166.98436777969,4096.4,0.008443908323281013,-0.0377371514673277
South Africa,2012,85.3,80.2,18.98,484730000.0,10.6,226.84,12.4,1.66,5.836447,26770.203,8.14,426779.9988,0.3148212,2.396232385,8222.197279,49.0,1219090.0,-30.559482,22.937506,15.94235197992335,0.046728971962596226,3288.7227272323253,4179.7,0.020334928229665206,0.04280894438858507
South Africa,2013,85.2,81.5,27.93,409200000.0,9.77,223.28,13.61,1.62,6.3854766,26525.145,7.88,436920.0134,0.370654,2.485468008,7467.079185,49.0,1219090.0,-30.559482,22.937506,16.471918000825255,0.04375671802219466,3366.1351522415466,4174.8,-0.0011723329425555873,0.02375934820870529
South Africa,2014,85.9,82.65,49.69,202270000.0,9.85,218.42,14.76,3.38,7.668245,26411.893,8.2,447929.9927,0.81809825,1.413826452,6988.808739,49.0,1219090.0,-30.559482,22.937506,16.959405094515567,0.04509660287517393,3220.96256093633,4209.1,0.008215962441314506,0.025199072970640835
South Africa,2015,85.3,83.4,61.91,725580000.0,10.28,214.88,10.97,6.09,7.3553505,25352.562,7.58,424809.9976,1.2246652,1.321862237,6259.839681,49.0,1219090.0,-30.559482,22.937506,16.756097375878618,0.04784065524941929,3344.665171459833,4179.7,-0.006984866123399436,-0.05161519763532463
South Africa,2016,83.9,84.4,82.73,201750000.0,10.53,213.09,15.21,7.69,9.703801,26236.475,7.91,425140.0146,1.6210166,0.664552308,5756.965741,49.0,1219090.0,-30.559482,22.937506,16.204159080059345,0.0494157398282184,3316.8742098190028,4111.1,-0.016412661195779554,0.0007768578937983328
South Africa,2017,84.4,85.2,114.85,26330000.0,10.45,212.77,15.09,10.04,10.563262,26033.504,7.86,435649.9939,2.406186,1.157946952,6690.939847,49.0,1219090.0,-30.559482,22.937506,16.734205042087304,0.04911406683270709,3312.1506360901762,4135.6,0.005959475566150285,0.024721218749283125
South Africa,2018,84.7,85.7,136.82,378180000.0,10.19,214.25,10.56,12.22,9.610598,24742.117,7.73,434350.0061,2.6591578,1.487617373,7005.095413,49.0,1219090.0,-30.559482,22.937506,17.555086579697285,0.04756126021001281,3200.791332429485,4150.3,0.0035545023696681444,-0.002984018864231608
South Africa,2019,85.0,86.3,136.8,164100000.0,10.5,208.39,13.6,12.57,11.15706,25511.209,8.03,439640.0146,2.6449363,0.113053697,6624.761865,49.0,1219090.0,-30.559482,22.937506,17.233209707936616,0.050386294927755475,3176.9874221273103,4165.0,0.0035419126328217754,0.0121791376210596
South Africa,2020,84.38554,86.8,162.5,94224000.0,32.63816497829233,197.5,11.62,12.83,11.015995,23568.951,5.3073450588901805,159866.46268574602,3.150246,-6.431974826,5655.867654,49.0,1219090.0,-30.559482,22.937506,6.782926515725966,0.1652565315355737,4440.817534574326,4134.891460000001,-0.007228941176470549,-0.6363696265655023
United States,2000,100.0,100.0,113.13749816041205,94224000.0,5.43,2697.28,753.89,350.93,29.05815,93999.86,6.73,5775810.0,4.027357,4.127484017,36334.90878,36.0,9833517.0,37.09024,-95.712891,61.44487874769175,0.0020131391624153955,13967.289747192164,3600.0,0.0,0.0
United States,2001,100.0,100.0,113.13749816041205,94224000.0,4.68,2678.68,768.83,280.06,28.138706,90772.18,6.54,5748260.0,3.421371,0.998340792,37133.24281,36.0,9833517.0,37.09024,-95.712891,63.32623056976268,0.0017471291830303826,13879.538226087469,3600.0,0.0,-0.0047698937465048274
United States,2002,100.0,100.0,113.13749816041205,94224000.0,4.84,2727.83,780.06,336.34,29.040926,91201.06,6.5,5593029.785,4.0155067,1.741695251,38023.16111,36.0,9833517.0,37.09024,-95.712891,61.32636819133462,0.0017743041171919887,14030.932307476447,3600.0,0.0,-0.027004730996858184
United States,2003,100.0,100.0,113.13749816041205,94224000.0,5.33,2756.03,763.73,349.18,28.765244,90619.11,6.33,5658990.234,4.1800404,2.861210768,39496.48588,36.0,9833517.0,37.09024,-95.712891,62.44808886337551,0.0019339412125411574,14315.81516565062,3600.0,0.0,0.011793330544546787
United States,2004,100.0,100.0,113.13749816041205,94224000.0,5.48,2818.28,788.53,345.14,28.686348,91504.484,6.22,5738290.039,4.1015115,3.798891125,41712.80107,36.0,9833517.0,37.09024,-95.712891,62.71047918263765,0.0019444483869593531,14711.33183256091,3600.0,0.0,0.014013066239901839
United States,2005,100.0,100.0,113.13749816041205,94224000.0,5.84,2899.96,781.99,353.04,28.129686,90654.53,6.04,5753490.234,4.219231,3.513213799,44114.74778,36.0,9833517.0,37.09024,-95.712891,63.46610846694589,0.0020138208802879345,15009.02814544687,3600.0,0.0,0.002648906712050536
United States,2006,100.0,100.0,113.13749816041205,94224000.0,6.4,2878.56,787.22,381.16,28.870703,89067.04,5.82,5653080.078,4.6788607,2.854972294,46298.73144,36.0,9833517.0,37.09024,-95.712891,63.46994441490365,0.0022233338891667286,15303.615120011964,3600.0,0.0,-0.017452042484860875
United States,2007,100.0,100.0,113.13749816041205,94224000.0,6.3,2988.24,806.42,347.91,27.865068,89395.14,5.81,5736319.824,4.3730087,1.876171454,47975.9677,36.0,9833517.0,37.09024,-95.712891,64.16813961027411,0.002108264396433951,15386.42684999335,3600.0,0.0,0.014724671303338432
United States,2008,100.0,100.0,113.13749816041205,94224000.0,6.85,2924.21,806.21,377.11,28.808554,86378.65,5.67,5558379.883,5.0045505,-0.136579803,48382.55845,36.0,9833517.0,37.09024,-95.712891,64.34900155304581,0.0023425130206106144,15234.329805727788,3600.0,0.0,-0.031019877980917765
United States,2009,100.0,100.0,113.13749816041205,94224000.0,7.35,2725.41,798.85,415.56,30.823996,81376.18,5.53,5156430.176,5.8000064,-2.536757067,47099.98047,36.0,9833517.0,37.09024,-95.712891,63.365350597681044,0.002696841943047002,14715.403254706773,3600.0,0.0,-0.07231418425166325
United States,2010,100.0,100.0,113.13749816041205,94224000.0,7.44,2882.49,806.97,424.48,29.93359,83397.48,5.52,5392109.863,5.8405547,2.56376656,48466.6576,36.0,9833517.0,37.09024,-95.712891,64.65554910052438,0.002581101755773565,15108.239130161082,3600.0,0.0,0.0457059785463485
United States,2011,100.0,100.0,113.13749816041205,94224000.0,8.36,2788.93,790.2,509.74,31.792154,81962.36,5.36,5173600.098,6.8973193,1.550835505,49882.55813,36.0,9833517.0,37.09024,-95.712891,63.12165850275663,0.002997565374534212,15291.485074341575,3600.0,0.0,-0.04052398236530508
United States,2012,100.0,100.0,113.13749816041205,94224000.0,8.73,2779.02,769.33,492.32,31.223783,79102.34,5.15,4956060.059,6.886334,2.249545852,51602.93105,36.0,9833517.0,37.09024,-95.712891,62.653773061580736,0.003141395168080721,15359.677669604665,3600.0,0.0,-0.04204809704640611
United States,2013,100.0,100.0,113.13749816041205,94224000.0,9.08,2746.21,789.02,520.38,32.28614,80556.516,5.15,5092100.098,7.1346164,1.842081071,53106.53677,36.0,9833517.0,37.09024,-95.712891,63.21152342288487,0.0033063749676826132,15642.041941443844,3600.0,0.0,0.027449231320947565
United States,2014,100.0,100.0,113.13749816041205,94224000.0,9.22,2752.01,797.17,546.83,32.81242,80725.086,5.08,5107209.961,7.262891,2.525973446,55049.98833,36.0,9833517.0,37.09024,-95.712891,63.26670201379532,0.003350278523697103,15890.76496031711,3600.0,0.0,0.0029673146067836775
United States,2015,100.0,100.0,113.13749816041205,94224000.0,9.03,2730.32,797.18,556.49,33.14577,79317.37,4.88,4990709.961,7.468743,3.07551465,56863.3715,36.0,9833517.0,37.09024,-95.712891,62.92076957418029,0.0033073046382840355,16253.559425896443,3600.0,0.0,-0.022810889093971998
United States,2016,100.0,100.0,113.13749816041205,94224000.0,9.46,2656.96,805.69,624.91,34.998875,78613.54,4.74,4894500.0,8.285086,1.711426774,58021.4005,36.0,9833517.0,37.09024,-95.712891,62.26026712446737,0.0035604600746716717,16585.135020747148,3600.0,0.0,-0.019277810522317362
United States,2017,100.0,100.0,113.13749816041205,94224000.0,9.92,2540.17,804.95,707.19,37.315506,78289.01,4.62,4819370.117,9.082049,2.332679395,60109.65573,36.0,9833517.0,37.09024,-95.712891,61.55870558332517,0.0039052504359942874,16945.67315980637,3600.0,0.0,-0.015349858616814815
United States,2018,100.0,100.0,113.13749816041205,94224000.0,10.12,2661.3,807.08,733.17,36.659092,80583.34,4.61,4975310.059,8.964939,2.996464352,63064.41841,36.0,9833517.0,37.09024,-95.712891,61.74117452813448,0.0038026528388380183,17480.117136280256,3600.0,0.0,0.032356913499947515
United States,2019,100.0,100.0,113.13749816041205,94224000.0,10.42,2588.21,809.41,760.76,37.75918,79489.016,4.51,4817720.215,9.315263,2.161176515,65279.52903,36.0,9833517.0,37.09024,-95.712891,60.60862817826302,0.004025948435405009,17625.05897965355,3600.0,0.0,-0.03167437649738658
United States,2020,100.0,100.0,113.13749816041205,94224000.0,32.63816497829233,2431.9,789.88,821.4,39.8518,73236.14,5.3073450588901805,159866.46268574602,10.532232,-3.404591573,63593.44362,36.0,9833517.0,37.09024,-95.712891,2.1828903419233456,0.0134208499437851,13799.016115589537,3600.0,0.0,-0.9668169890422443
